Incident_ID,Source,Source_Record_ID,Event,Location,Time,Severity_Score,Severity_Level,Details
AUD-001,Audio,C001,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: one
AUD-170,Audio,C170,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm going to go now. I'll be right there. Do you have a hand for them? Yes. Do you have a hand for them?
AUD-171,Audio,C171,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Habt Ihr Lävauge da something ?
AUD-172,Audio,C172,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I was just going to six temple and there was a I was in the parking lot and there was a bunch of
AUD-173,Audio,C173,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, somebody just send my baby please get here. They just did what?"
AUD-174,Audio,C174,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Oh, there's a fucking dead man in the car. Roger for me, young."
AUD-175,Audio,C175,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Can I help you? Somebody who's broken our daughter's trying to break into my bedroom. What's your address?
AUD-176,Audio,C176,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Please, before I get through, I have my shirt in here. The shirt is where, where on issue the cat, where at?"
AUD-177,Audio,C177,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Please fire. 9-1-1. My hands will be having a harder time. Brooke, we're going to start CPR on the hem. Okay?"
AUD-178,Audio,C178,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: you. I'll do you off with the shots. With what agency sir?
AUD-179,Audio,C179,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just killed my mom and my sister. What? I just killed my mom and my sister.
AUD-180,Audio,C180,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: How come because I'm at a port in my side and this is it? What park are you in?
AUD-181,Audio,C181,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We have two boards, two boards. Do you have lights to service? We have lights to service. Are you in the water now?"
AUD-182,Audio,C182,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: It's been with gardens and sin as possible to the ladies. It was like, I've never had a hard problem. What is a dad's life?"
AUD-183,Audio,C183,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I just committed a father's worst sin. Okay. I just shot my daughter and...
AUD-184,Audio,C184,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, I have a three year old who's not breathing. To address men. 1 6 0 9 7 Northwater."
AUD-185,Audio,C185,Emergency Report,Hanley,N/A,4.0,Medium,Sentiment: Calm | Transcript: I have an emergency. I have three dead people up on top. It's called Hanley flat up Wolfhand. My name is
AUD-186,Audio,C186,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Who's finished shooting? Okay, who was shot?"
AUD-187,Audio,C187,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: N5631, Sahel Road."
AUD-188,Audio,C188,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Um, I don't know a guy stopped me. I think his wife is strong with his wife. He's"
AUD-189,Audio,C189,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We need help my husband to shop my son
AUD-190,Audio,C190,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Place, this is Dale Ford, Passdresser, 217th. I'm called a bugger or in my shop. 217 North 7."
AUD-191,Audio,C191,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Come on in your side, busing up vehicle man. I don't know where you're at, where are you?"
AUD-192,Audio,C192,Emergency Report,North La,N/A,4.0,Medium,"Sentiment: Calm | Transcript: have you got any reports of a building exposure? Yes we have, it's going to be Jerry Maschick in North La..."
AUD-193,Audio,C193,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I love this in the middle of the night. Get the hell out of my life, baby! There's a lot of good bad kids, baby!"
AUD-194,Audio,C194,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We just have the explosion at the front of our door. Yes sir. The chemical delivery is coming.
AUD-195,Audio,C195,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Gary Masek-Grab, all the house blew up. Now's the windshield out of my pick-up."
AUD-196,Audio,C196,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Thank you very much.
AUD-197,Audio,C197,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, the 1000 exploded. Okay, what's the end like? 1879."
AUD-198,Audio,C198,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Oh, dude, the guy with the Josh suit is a new world ball right now. He's a sucker with the ball right now. Okay, can I have a..."
AUD-199,Audio,C199,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm a name of Hans Walters. I work for a lot of Vegas, much upon a police department."
AUD-200,Audio,C200,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Can you please send rescue to I think I'm having
AUD-201,Audio,C201,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: I'm out of saw high school, there's a guy with a gun. Let's go to the chase, go. Last one's saw."
AUD-202,Audio,C202,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: You need police fire ambulance.
AUD-203,Audio,C203,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We have a shooter in the store. Okay, do you know if anybody's injured?"
AUD-204,Audio,C204,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Okay. Okay. I need to get your stuff to a safe location.
AUD-205,Audio,C205,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: emergency. We're out of the town center.
AUD-206,Audio,C206,Fire/Structure Incident,Clackerman,N/A,8.5,High,"Sentiment: Distressed | Transcript: 911. Clackerman's town center, Frederick's of Hollywood, fired in the mouth. Okay, there will be other words."
AUD-207,Audio,C207,Emergency Report,House 503 Nighthawk Drive,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hi, I'm a suicidal teenager at House 503 Nighthawk Drive. I need an ambulance immediately."
AUD-208,Audio,C208,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: 500 feet, roll the cop, roll an ambulance, shots fired, a baby's been hit in the head."
AUD-209,Audio,C209,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Can you get an ambulance in a cop? Get the over to 59 Alderwood drives. 59 what? Alderwood.
AUD-210,Audio,C210,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hi, the gentleman was just talking to me about someone who's broken."
AUD-211,Audio,C211,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: But, hurry up, this is the bivy. It happened. This is the bivy. He can't snuck it on my door earlier."
AUD-212,Audio,C212,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: But we went to the quails unlimited dinner last night and the cylinder might hear it looks like you hit it head in the...
AUD-213,Audio,C213,Emergency Report,The Grab Avenue,N/A,4.0,Medium,Sentiment: Calm | Transcript: Get empty over here. Come under in shot 1220. Call the grab avenue 1220
AUD-214,Audio,C214,Emergency Report,N/A,N/A,2.0,Low,Sentiment: Calm | Transcript: [Background noise / Dispatched tone / No clear speech]
AUD-215,Audio,C215,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm at 69, 69 East Main. My son just shot his wife."
AUD-216,Audio,C216,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I don't know. Yes sir, I do push car right now. 504J3. 5041."
AUD-217,Audio,C217,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Yes, ma'am. Yeah, this is your last seat. Shot fired, same thing."
AUD-218,Audio,C218,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, I just attend to kill my mother if I step out there. Okay, where are you at sir?"
AUD-219,Audio,C219,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, we're at a pool and I have a little girl that keeps down and she's not breathing. Trying to see if you are like..."
AUD-220,Audio,C220,Fire/Structure Incident,Washington Avenue,N/A,8.5,High,"Sentiment: Distressed | Transcript: My neighbor's house is burning down at 312 Washington Avenue. We're on our ways, anybody inside?"
AUD-221,Audio,C221,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Great job Looking so long Did we both need to go from here?
AUD-222,Audio,C222,Traffic Accident,Sso,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm reporting an airplane crash at a SSO. An airplane crash at SSO?
AUD-223,Audio,C223,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: high, we just, where's the emphasis to airport in our airplane just crashed upon landing."
AUD-224,Audio,C224,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm in the hammer now, I'm going to wait. To wait a little bit. Wait a little bit."
AUD-225,Audio,C225,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Why did I move the fire alarm office? Okay, this is county. It's a matter of..."
AUD-226,Audio,C226,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, this is emergency. I'm a cab driver this guy. He say..."
AUD-227,Audio,C227,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm going to see. Dance away! What happened to me? I don't know. I'm in the way. It's please.
AUD-228,Audio,C228,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Help me help me quick. I'm the only one who can be on the court. I know.
AUD-229,Audio,C229,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: When emergency
AUD-230,Audio,C230,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: And there's a fire on the cemetery, a bridge into one of the gates. And on the cemetery."
AUD-231,Audio,C231,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes ma'am, I'm on second avenue in the school and the gentleman said tell them to hold down the police office are coming to here"
AUD-232,Audio,C232,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: He's in the house.
AUD-233,Audio,C233,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, our ammunition is help. I'm trapped in the back side of this force bar."
AUD-234,Audio,C234,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm watching Mike Donnell's up here. And I order like seven birds.
AUD-235,Audio,C235,Emergency Report,The Sheriff Department,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Oh my God, so many students at the Sheriff Department. At the Sheriff Department? Yes, so building place."
AUD-236,Audio,C236,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, I didn't tacked by a man in the woods while I was hunting. Please send the police to my location."
AUD-237,Audio,C237,Emergency Report,Radio,N/A,4.0,Medium,"Sentiment: Calm | Transcript: On the boat, it ends up Radio lighting and electric supply building Radio lighting and the"
AUD-238,Audio,C238,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, this is Shにゃすぎ! Shにゃすぎ! How about all these?"
AUD-239,Audio,C239,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Now, here seems to be a bad fight next story."
AUD-240,Audio,C240,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I don't think so now and we all been followed. You need to hurry, we can only..."
AUD-241,Audio,C241,Emergency Report,Ssf,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I think some people are shooting. Okay, and SSF. Okay."
AUD-242,Audio,C242,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm about to kill people. You're about to kill people? Yes. I had a deadly weapon in my...
AUD-243,Audio,C243,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Hello. Hello? Hello.
AUD-244,Audio,C244,Emergency Report,Larby,N/A,4.0,Medium,"Sentiment: Calm | Transcript: The station is on sunset, Larby, please come here. Okay, calm down a little bit, okay, what's he at?"
AUD-245,Audio,C245,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Um, my friend, who's my birthday gift, who I got to know."
AUD-246,Audio,C246,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm working for the head. I'm calling my son. I'm just getting asked. What's your address, ma'am? What's your address? What's your address?"
AUD-247,Audio,C247,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Oh, I'm just very upset. And I'm..."
AUD-248,Audio,C248,Emergency Report,Fox,N/A,4.0,Medium,Sentiment: Calm | Transcript: But guess what the fox has broke out and the lady come running out of the man from man is in there Tuding everyone
AUD-249,Audio,C249,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Okay, I'm at Wild Cash even. We've had a lot of our keepers."
AUD-250,Audio,C250,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: This is my goodest five or five each financial. I got the people in my yard and their dogs are my...
AUD-251,Audio,C251,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I've been called over to my father in law to have, because he got off the phone with my mother in law and he's been flexing up and stuff."
AUD-252,Audio,C252,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: There was this time I go and what a road is this? Red arrow going down.
AUD-253,Audio,C253,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My girlfriend is right and I think she's dead. I need someone here now. Okay, she breathing."
AUD-254,Audio,C254,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm sorry. Any hoax school. I think there's somebody shooting in here. Sandy hoax school. Okay. What makes you a
AUD-255,Audio,C255,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: emergency. Say you look at elementary school, 12 dickies and drugs. Okay, I've got that. What's going on down there?"
AUD-256,Audio,C256,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I can still draw. It sounds like they're contacting the hallway. I'm a teacher in the school. Okay. Where are you in the school?
AUD-257,Audio,C257,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, my husband's on the front there's a car here within a soul rifle shooting it's police and aiming at our house"
AUD-258,Audio,C258,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: emergency. Oh, please hurry. This is one nine. Wind him court. We"
AUD-259,Audio,C259,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: by the door. If anybody comes down here I'm shooting. Okay, don't, we don't want to shoot anyone else, okay? So, what's all this?"
AUD-260,Audio,C260,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: there. We got a we got a student athlete who was on the court moaning.
AUD-261,Audio,C261,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I have a nine week old infant and he just stopped breathing. Damn, I'm a white-up man. Okay."
AUD-262,Audio,C262,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We believe that there is a schooner. We have heard at least two shots. Okay, what is the next?"
AUD-263,Audio,C263,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I went to the shoes of the old path and I went there I didn't know until the weather got sour amendment. This letter was fine. I was born in 2012. It was ...
AUD-264,Audio,C264,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: gunshot went to the chest. Number B.
AUD-265,Audio,C265,Crime/Assault,The Comfort Bank On Thomas,N/A,8.5,High,Sentiment: Distressed | Transcript: Can you hold for just a second? I just saw somebody running to the Comfort Bank on Thomas in 2020.
AUD-266,Audio,C266,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Cities
AUD-267,Audio,C267,Fire/Structure Incident,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: the railroad tracks, we've got to train that to D rail the National Fire."
AUD-268,Audio,C268,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: He got sand. He goes through the pit dug. More of thesurprise.
AUD-269,Audio,C269,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: emergency.
AUD-270,Audio,C270,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: I just had a lottery to steal a beer at all. All right, hold on, first share our stuff. Let's go. All right, hold on."
AUD-271,Audio,C271,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: So there's been a gunshot at the cop theater, movie theater, cop, and what's the chapel gunshot, to the chat."
AUD-272,Audio,C272,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm gonna come in with your name. What is your name?
AUD-273,Audio,C273,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: the crazy. He's been stabbed really bad. Okay, let's be breathing ma'am."
AUD-274,Audio,C274,Emergency Report,Israel.Die,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Watch out and upload. You're lame, don't believe that. My god poetic face looks nothing. My household head! Don't lie to me. Don't lie to me. Don't lie to me ..."
AUD-275,Audio,C275,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My daughter is choking on a bouncy ball. Okay, and you're at 25, 25 North 10th Street? Yes, is she?"
AUD-276,Audio,C276,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Well, am I 41 going south and I'm going to do a cross street right now?"
AUD-277,Audio,C277,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: emergency i'll have insert
AUD-278,Audio,C278,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: Pardon me NY cognition Where's the fire at ?연 MY pistula
AUD-279,Audio,C279,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: payback police chief uh... with having a vehicle pulled across the street in the residence come on jottis
AUD-280,Audio,C280,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I've been taken out of my house at gunpoint. I'm going to head to the police station.
AUD-281,Audio,C281,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: And my neighbor just knocked on my door. And I heard this mission. We went down to where the mail box is.
AUD-282,Audio,C282,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: المكان لك لنا ذهب في الطمان المفياهو toman هذا pink
AUD-283,Audio,C283,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: on. Land is on the ground. I didn't go and check you. A male is on the ground? Yes.
AUD-284,Audio,C284,Emergency Report,State,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, I live at the 9301 South Secretary of State, Harvard A. I got a gentle"
AUD-285,Audio,C285,Emergency Report,Caliola,N/A,4.0,Medium,"Sentiment: Calm | Transcript: This is Caliola, the transfer at your Beth Western. I'm a 1-14, someone has been shot in the neck. They're going to need medical assistance."
AUD-286,Audio,C286,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We're missing a child. Three years old. You're missing a three year old.
AUD-287,Audio,C287,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: What exactly what happened? My wife's pregnant and she says she made the hospital, she says she can't read them."
AUD-288,Audio,C288,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I am on half road, I am in water, and it's taken me away. Hey man, we're on the..."
AUD-289,Audio,C289,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: OK, 134 right."
AUD-290,Audio,C290,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My walk up up up a little. Okay, let's go up the bottle with a carrot there. You've got movie. There."
AUD-291,Audio,C291,Emergency Report,Lowell Street,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I got a collar on the line, she's got to be quiet, somebody just broken door house, 436, Lowell Street."
AUD-292,Audio,C292,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I'm having one of my moments in shot. Okay, so it's medical. Is it medical, son?"
AUD-293,Audio,C293,Crime/Assault,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: I've got a woman in my bank pointing a rifle at all of us and all of our customers. I need police now.
AUD-294,Audio,C294,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We walked contact with two carriers, with the carrier and somebody else."
AUD-295,Audio,C295,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Where's your emergency? I need an ambulance to let on one colony. Okay, what's going on? What's going on? Okay."
AUD-296,Audio,C296,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We need an ambulance. We're going on. My mom keeps...
AUD-297,Audio,C297,Crime/Assault,N/A,N/A,8.5,High,"Sentiment: Distressed | Transcript: Okay, what the problem on wrong and office? Something's what? You know, something wrong and office, I believe. What do you mean something?"
AUD-298,Audio,C298,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Are little boys not breathing? Is he breathing now? No he's not.
AUD-299,Audio,C299,Emergency Report,10Th Street,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yeah, I saw somebody up on 10th Street on the airport. Okay, you did."
AUD-300,Audio,C300,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Um, my mother fed down. Okay, your mama fell down? Yeah. Okay, where are you at?"
AUD-301,Audio,C301,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My kids have been in this for three o'clock today, my seven-year-old and my three-year-old."
AUD-302,Audio,C302,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I have been missing since 7 o'clock this morning and
AUD-303,Audio,C303,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I have someone here that I need to be arrested in my home.
AUD-304,Audio,C304,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Hello. Hello. Hello. Hello. Hello. Hello.
AUD-305,Audio,C305,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hi, I'm speaking to my boyfriend and he was entering his home and I heard loud screaming and now this dead"
AUD-306,Audio,C306,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: fires guicon electrical
AUD-307,Audio,C307,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: I can't bite my wife, so I'll feed her the bathtub and I think she gets. I'll let you, I'll see how it goes."
AUD-308,Audio,C308,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: We have a bare molley. I am out on the trail. I just wanted to take this time.
AUD-309,Audio,C309,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: No, I should go to my room. I need a policeman. And ambulance in my house. Make my way out. Man. Yo, listen."
AUD-310,Audio,C310,Fire/Structure Incident,N/A,N/A,8.5,High,Sentiment: Distressed | Transcript: This is an emergency run hike. I'm going to make my walk or hike in my kitchen in the smokey.
AUD-311,Audio,C311,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: North Austin, the ? look like we Jisk Herよう"
AUD-312,Audio,C312,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: 2313 what? 2313 cabrits. 2313 cabrits. Yes.
AUD-313,Audio,C313,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm sorry I've got to admit.
AUD-314,Audio,C314,Traffic Accident,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, well I walked in my car and you're like in your car out of your car. Yes, in my car."
AUD-315,Audio,C315,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: You look like you need it, come slow. You just need a towel to come over here."
AUD-316,Audio,C316,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: A child who has been left on my doorstep. Okay, what's your address?"
AUD-317,Audio,C317,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: On jokes with my dog.
AUD-318,Audio,C318,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Bangas tragedy is our thaq so it's Knoja boaoit foot
AUD-319,Audio,C319,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Exactly what happened. There was two trains just collided outside of our metro link.
AUD-320,Audio,C320,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, ma'am. My name is Special Agent Richard A Smith. That's number zero time."
AUD-321,Audio,C321,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: We'll be in the office, I'll guide you by 9. Please try. We're all bleeding."
AUD-322,Audio,C322,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Hello, it's the state police and the gentleman's girlfriend is having a baby right now. Okay, sir."
AUD-323,Audio,C323,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I don't know if I'll make it. I'm trying to...
AUD-324,Audio,C324,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My boyfriend is outside, he has been stabbed. Okay. And he's..."
AUD-325,Audio,C325,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm the guy that's in pretty big trouble right now. You're in pretty big trouble? What's your name?
AUD-326,Audio,C326,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Yes, I think everybody's clicking into my house. Please. Okay, stay on the phone. I mean, why did you think someone's trying to break a..."
AUD-327,Audio,C327,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: The nightgum is a bad little bird. We can't walk further. We have streamlined... Drunnormy Drunnormy
AUD-328,Audio,C328,Emergency Report,Evergreen,N/A,4.0,Medium,Sentiment: Calm | Transcript: I think my son's been killed. We're at. We're in the Evergreen...
AUD-329,Audio,C329,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: The update has already been released. I think he's going to try to kill himself. I need an A.
AUD-330,Audio,C330,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Well, as said, emergency, you know why on one lane, on one side at the damn drawbridge, on 95..."
AUD-331,Audio,C331,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: Come on. What? More now! There's nothing to talk about!
AUD-332,Audio,C332,Emergency Report,Faa,N/A,4.0,Medium,"Sentiment: Calm | Transcript: What are you into doing? The FAA agents that look like you're giving a heart attack or stroke or something, just"
AUD-333,Audio,C333,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: Well, I just got a phone call saying that my friend, she was in the basement apartment of that house and apparently the"
AUD-334,Audio,C334,Fire/Structure Incident,Broadway,N/A,8.5,High,Sentiment: Distressed | Transcript: There's a fire right here off the Broadway. Broadway and poetry.
AUD-335,Audio,C335,Emergency Report,N/A,N/A,4.0,Medium,Sentiment: Calm | Transcript: I'm here. We just came into my sister's house and she's on the floor. Try the girl to mesh.
AUD-336,Audio,C336,Emergency Report,The Stevens-Ball,N/A,4.0,Medium,Sentiment: Calm | Transcript: My girlfriend left last night. We were at the Stevens-Ball and St. Nicholas.
AUD-337,Audio,C337,Emergency Report,N/A,N/A,4.0,Medium,"Sentiment: Calm | Transcript: My cat, a cat, is a seven-month-old child. And I..."
